Data from Absorbance__6__16-06-14-117.txt Node

Date: Fri Oct 25 16:06:14 PDT 2024
User: labuser
Spectrometer: USB2E4418
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 2.000000E-2
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
178.11789	-0.034762
178.49946	0.134699
178.881	-0
179.2625	0.416423
179.64398	-0.263241
180.02541	-0
180.40682	0.328182
180.78819	-0.082187
181.16953	0.094786
181.55083	0.029963
181.9321	-0
182.31334	0.010465
182.69455	-0
183.07572	0.720159
183.45686	0.345842
183.83796	-0
184.21903	0.477121
184.60007	-0.09427
184.98107	0.386945
185.36204	1.153815
185.74298	-0.279841
186.12388	0.018483
186.50475	0.477121
186.88559	1.153815
187.26639	-0.583577
187.64716	0.369487
188.0279	-0
188.4086	0.084126
188.78927	-0.232573
189.1699	0.924279
189.5505	0.156786
189.93107	-0.726999
190.31161	0.444121
190.69211	0.10701
191.07257	0.705601
191.45301	-0.865301
191.83341	0.450249
192.21377	-0
192.59411	-0
192.9744	0.477121
193.35467	-0
193.7349	0.067997
194.1151	0.386945
194.49526	0.165367
194.87539	0.745967
195.25549	-0
195.63555	0.974446
196.01558	0.411855
196.39557	1.570543
196.77554	1.234083
197.15546	0.71265
197.53536	0.989005
197.91522	1.372386
198.29504	0.833374
198.67483	-0
199.05459	1.951338
199.43432	-0
199.81401	1.138495
200.19366	-0
200.57329	-0
200.95288	1.663432
201.33243	1.29409
201.71195	-0
202.09144	1.284293
202.47089	1.493791
202.85031	1.438839
203.2297	1.582261
203.60905	-0
203.98836	0.992158
204.36765	2.283301
204.7469	-0
205.12611	1.640438
205.50529	2.322219
205.88444	1.387746
206.26355	1.591065
206.64263	-0
207.02168	1.164837
207.40069	1.390935
207.77966	1.711991
208.15861	1.761797
208.53751	-0
208.91639	1.991859
209.29523	-0
209.67403	2.487421
210.05281	1.854174
210.43154	-0
210.81025	1.824663
211.18892	-0
211.56755	1.352558
211.94615	2.088389
212.32472	1.662988
212.70325	1.335014
213.08175	1.815827
213.46021	1.564192
213.83864	1.794793
214.21704	1.640283
214.5954	-0
214.97373	-0
215.35202	1.640283
215.73028	1.674677
216.1085	2.032899
216.48669	-0
216.86484	2.270013
217.24297	-0
217.62105	2.720159
217.9991	-0
218.37712	-0
218.7551	2.73767
219.13305	-0
219.51097	1.416596
219.88885	1.779885
220.26669	1.698823
220.6445	2.805093
221.02228	-0
221.40002	1.516431
221.77773	1.925413
222.1554	-0
222.53304	1.931036
222.91065	-0
223.28821	2.852602
223.66575	2.115298
224.04325	1.753853
224.42072	1.851466
224.79815	2.892429
225.17554	1.690608
225.55291	-0
225.93023	2.482669
226.30753	2.304884
226.68478	1.790111
227.06201	1.951338
227.4392	1.959137
227.81635	1.618134
228.19347	2.061342
228.57056	2.09171
228.94761	2.217484
229.32462	1.890125
229.7016	1.491697
230.07855	1.725849
230.45546	1.568989
230.83234	3.041077
231.20918	1.912488
231.58599	1.907538
231.96276	1.894906
232.33949	2.292118
232.7162	1.862769
233.09287	2.265113
233.4695	1.867728
233.8461	1.746055
234.22266	1.673717
234.59919	1.994278
234.97568	1.540566
235.35214	1.785193
235.72857	1.711839
236.10495	1.722709
236.48131	1.756998
236.85763	1.812077
237.23391	1.736062
237.61016	1.943199
237.98638	1.741506
238.36256	1.705163
238.7387	1.860559
239.11481	1.499144
239.49088	1.55663
239.86692	1.671378
240.24293	1.613242
240.6189	1.757964
240.99483	1.611745
241.37073	1.609623
241.7466	1.497878
242.12243	1.485158
242.49822	1.488628
242.87398	1.524546
243.2497	1.416574
243.62539	1.420032
244.00105	1.355085
244.37667	1.445179
244.75225	1.287844
245.1278	1.29554
245.50331	1.247241
245.87879	1.210548
246.25423	1.180682
246.62964	1.135022
247.00501	1.087547
247.38035	1.130414
247.75565	1.044555
248.13092	1.093893
248.50615	1.072141
248.88135	0.970262
249.25651	0.980158
249.63163	0.92916
250.00673	0.910183
250.38178	0.851619
250.7568	0.891291
251.13179	0.876512
251.50673	0.849097
251.88165	0.800602
252.25653	0.829961
252.63137	0.779264
253.00618	0.750828
253.38095	0.740919
253.75569	0.730126
254.13039	0.703089
254.50506	0.678526
254.87969	0.684008
255.25428	0.645265
255.62884	0.651073
256.00337	0.642656
256.37786	0.616068
256.75231	0.617653
257.12673	0.589267
257.50111	0.591833
257.87546	0.617069
258.24977	0.612484
258.62405	0.565236
258.99829	0.57875
259.37249	0.574412
259.74666	0.564874
260.1208	0.552163
260.4949	0.541318
260.86896	0.540473
261.24299	0.549736
261.61698	0.535267
261.99093	0.525599
262.36485	0.527198
262.73874	0.513805
263.11259	0.505975
263.4864	0.518441
263.86018	0.532357
264.23392	0.528781
264.60763	0.519827
264.9813	0.534086
265.35493	0.529739
265.72853	0.510056
266.1021	0.492247
266.47562	0.508698
266.84912	0.489323
267.22257	0.492742
267.59599	0.493946
267.96938	0.490792
268.34273	0.486389
268.71604	0.492791
269.08932	0.492366
269.46256	0.500633
269.83576	0.476674
270.20893	0.474179
270.58207	0.498235
270.95517	0.493082
271.32823	0.500417
271.70125	0.503078
272.07424	0.485925
272.4472	0.492674
272.82012	0.494561
273.193	0.504139
273.56585	0.499452
273.93866	0.49997
274.31143	0.500633
274.68417	0.509285
275.05687	0.493648
275.42954	0.513601
275.80217	0.514045
276.17477	0.51759
276.54732	0.506429
276.91985	0.531397
277.29233	0.516193
277.66478	0.526666
278.0372	0.531843
278.40958	0.531544
278.78192	0.54339
279.15422	0.52595
279.52649	0.542791
279.89873	0.539938
280.27093	0.534891
280.64309	0.553083
281.01521	0.548922
281.3873	0.557384
281.75936	0.534442
282.13137	0.550797
282.50335	0.553021
282.8753	0.564609
283.24721	0.548262
283.61908	0.543645
283.99091	0.549145
284.36271	0.540825
284.73448	0.546966
285.1062	0.534389
