Data from Absorbance__4__15-30-43-703.txt Node

Date: Wed Oct 23 15:30:43 PDT 2024
User: labuser
Spectrometer: USB2G46211
Trigger mode: 4
Integration Time (sec): 2.000000E-2
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
180.84016	-0
181.20826	-0.21261
181.57633	-0
181.94438	0.18906
182.3124	-0
182.68041	-0
183.0484	-0.8451
183.41636	0.26885
183.78431	-0
184.15223	0.25787
184.52013	-0.31037
184.88801	-1.6902
185.25586	-0
185.6237	-0
185.99151	-0
186.35931	-0.76343
186.72708	0.12803
187.09483	0.42101
187.46256	-0
187.83027	-0
188.19795	-0
188.56562	-0
188.93326	0.10067
189.30088	-0.26885
189.66848	-0.32034
190.03606	0.28945
190.40361	-0
190.77115	-0.07684
191.13866	0.21868
191.50615	0.19883
191.87362	0.21713
192.24107	0.03179
192.60849	0.15726
192.9759	0.284
193.34328	0.78368
193.71064	0.24641
194.07798	1.08432
194.4453	0.06141
194.81259	-0
195.17987	0.26053
195.54712	0.70454
195.91435	0.5356
196.28156	0.72083
196.64874	0.50955
197.01591	0.47182
197.38305	0.8451
197.75017	0.88762
198.11727	0.74355
198.48434	1.05771
198.8514	0.7801
199.21843	0.41413
199.58544	0.69182
199.95243	1.58787
200.31939	1.14449
200.68634	2.3927
201.05326	1.17303
201.42016	1.02531
201.78703	0.76343
202.15389	1.13455
202.52072	0.62081
202.88753	0.95943
203.25432	0.81714
203.62109	1.26407
203.98783	0.65988
204.35456	0.65268
204.72126	0.89526
205.08793	0.66276
205.45459	0.97825
205.82122	0.82229
206.18783	1.25042
206.55442	0.90752
206.92099	1.20149
207.28753	0.87466
207.65405	0.85017
208.02055	1.06982
208.38703	0.97131
208.75348	1.27875
209.11991	0.86355
209.48632	1.12771
209.85271	1.2961
210.21907	1.19455
210.58541	1.21067
210.95173	1.24804
211.31803	1.45637
211.6843	1.29333
212.05055	1.44902
212.41678	1.22447
212.78298	0.99821
213.14917	1.0762
213.51533	0.88314
213.88147	1.05523
214.24758	0.80195
214.61367	2.07659
214.97974	1.17514
215.34579	2.95761
215.71182	1.07964
216.07782	1.26163
216.4438	1.30324
216.80975	1.17523
217.17569	2.12664
217.5416	1.52021
217.90748	1.31883
218.27335	1.64068
218.63919	1.21729
219.00501	1.76461
219.3708	1.08667
219.73658	1.57941
220.10233	1.96776
220.46805	1.30281
220.83376	1.40637
221.19944	1.19736
221.5651	1.33161
221.93073	1.38251
222.29634	1.47027
222.66193	1.47207
223.0275	1.46484
223.39304	1.14413
223.75856	1.81023
224.12406	1.28197
224.48953	2.10538
224.85498	1.25871
225.22041	1.40807
225.58581	1.37447
225.95119	1.4745
226.31655	1.2281
226.68189	1.41337
227.0472	1.49548
227.41249	1.40188
227.77775	1.47081
228.14299	1.39794
228.50821	1.30215
228.8734	1.27994
229.23857	1.47133
229.60372	1.47133
229.96885	1.28994
230.33395	1.38985
230.69903	1.18752
231.06408	1.15415
231.42911	1.17127
231.79412	1.18314
232.1591	1.34088
232.52406	1.263
232.889	1.18188
233.25391	1.19656
233.6188	1.06976
233.98367	1.17076
234.34851	1.145
234.71333	1.00245
235.07813	0.98166
235.4429	0.93481
235.80765	0.87176
236.17237	0.9382
236.53707	0.90294
236.90175	0.8392
237.2664	0.81713
237.63103	0.78529
237.99564	0.7524
238.36022	0.72968
238.72478	0.68644
239.08931	0.71937
239.45382	0.70271
239.81831	0.65793
240.18277	0.6162
240.54721	0.60561
240.91163	0.58118
241.27602	0.53836
241.64039	0.54843
242.00473	0.50394
242.36905	0.48691
242.73335	0.47989
243.09762	0.45973
243.46187	0.4433
243.82609	0.4517
244.19029	0.41242
244.55447	0.42625
244.91862	0.39958
245.28275	0.38092
245.64685	0.36258
246.01093	0.34746
246.37499	0.3475
246.73902	0.342
247.10303	0.31948
247.46701	0.30882
247.83097	0.30727
248.1949	0.27618
248.55882	0.27055
248.9227	0.27023
249.28656	0.26082
249.6504	0.25443
250.01422	0.24813
250.37801	0.25604
250.74177	0.22315
251.10551	0.222
251.46923	0.22424
251.83292	0.21748
252.19659	0.20623
252.56023	0.19604
252.92385	0.20041
253.28744	0.18671
253.65101	0.17397
254.01456	0.1757
254.37808	0.17603
254.74158	0.16268
255.10505	0.16637
255.4685	0.16984
